Downloaded from wid.world on 11-10-2021 at 09:50:19
Australie;"aptinc_p50p60_992_i_AU
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2008;71565.5
Australie;"aptinc_p50p60_992_i_AU
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2013;66829.2
Australie;"aptinc_p50p60_992_i_AU
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2018;68029.9
Australie;"aptinc_p60p70_992_i_AU
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2008;94238.5
Australie;"aptinc_p60p70_992_i_AU
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2013;90566.5
Australie;"aptinc_p60p70_992_i_AU
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2018;89600.4
Australie;"aptinc_p70p80_992_i_AU
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2008;123818.1
Australie;"aptinc_p70p80_992_i_AU
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2013;119174.4
Australie;"aptinc_p70p80_992_i_AU
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2018;119154.4
Australie;"aptinc_p80p90_992_i_AU
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2008;151564.0
Australie;"aptinc_p80p90_992_i_AU
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2013;152895.3
Australie;"aptinc_p80p90_992_i_AU
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2018;151976.1
Australie;"aptinc_p90p100_992_i_AU
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2008;261440.5
Australie;"aptinc_p90p100_992_i_AU
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2013;291752.2
Australie;"aptinc_p90p100_992_i_AU
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2018;299382.5
Canada;"aptinc_p50p60_992_i_CA
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2008;46564.9
Canada;"aptinc_p50p60_992_i_CA
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2013;45975.8
Canada;"aptinc_p50p60_992_i_CA
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2018;46945.7
Canada;"aptinc_p60p70_992_i_CA
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2008;59375.4
Canada;"aptinc_p60p70_992_i_CA
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2013;58677.5
Canada;"aptinc_p60p70_992_i_CA
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2018;61234.4
Canada;"aptinc_p70p80_992_i_CA
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2008;75658.1
Canada;"aptinc_p70p80_992_i_CA
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2013;75042.7
Canada;"aptinc_p70p80_992_i_CA
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2018;79625.0
Canada;"aptinc_p80p90_992_i_CA
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2008;105159.2
Canada;"aptinc_p80p90_992_i_CA
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2013;105590.1
Canada;"aptinc_p80p90_992_i_CA
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2018;110650.6
Canada;"aptinc_p90p100_992_i_CA
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2008;285797.5
Canada;"aptinc_p90p100_992_i_CA
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2013;286360.3
Canada;"aptinc_p90p100_992_i_CA
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2018;294580.0
France;"aptinc_p50p60_992_i_FR
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2008;33497.4
France;"aptinc_p50p60_992_i_FR
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2013;33514.7
France;"aptinc_p50p60_992_i_FR
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2018;
France;"aptinc_p60p70_992_i_FR
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2008;39207.6
France;"aptinc_p60p70_992_i_FR
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2013;38948.9
France;"aptinc_p60p70_992_i_FR
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2018;
France;"aptinc_p70p80_992_i_FR
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2008;46902.4
France;"aptinc_p70p80_992_i_FR
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2013;46275.7
France;"aptinc_p70p80_992_i_FR
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2018;
France;"aptinc_p80p90_992_i_FR
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2008;59934.0
France;"aptinc_p80p90_992_i_FR
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2013;58391.3
France;"aptinc_p80p90_992_i_FR
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2018;
France;"aptinc_p90p100_992_i_FR
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2008;140850.7
France;"aptinc_p90p100_992_i_FR
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2013;128759.6
France;"aptinc_p90p100_992_i_FR
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2018;
Nouvelle-Zélande;"aptinc_p50p60_992_i_NZ
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2008;62884.0
Nouvelle-Zélande;"aptinc_p50p60_992_i_NZ
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2013;66373.3
Nouvelle-Zélande;"aptinc_p50p60_992_i_NZ
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2018;66692.7
Nouvelle-Zélande;"aptinc_p60p70_992_i_NZ
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2008;74764.5
Nouvelle-Zélande;"aptinc_p60p70_992_i_NZ
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2013;85690.0
Nouvelle-Zélande;"aptinc_p60p70_992_i_NZ
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2018;85846.5
Nouvelle-Zélande;"aptinc_p70p80_992_i_NZ
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2008;85445.2
Nouvelle-Zélande;"aptinc_p70p80_992_i_NZ
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2013;97776.1
Nouvelle-Zélande;"aptinc_p70p80_992_i_NZ
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2018;97344.6
Nouvelle-Zélande;"aptinc_p80p90_992_i_NZ
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2008;102764.7
Nouvelle-Zélande;"aptinc_p80p90_992_i_NZ
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2013;113279.5
Nouvelle-Zélande;"aptinc_p80p90_992_i_NZ
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2018;105786.9
Nouvelle-Zélande;"aptinc_p90p100_992_i_NZ
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2008;229855.3
Nouvelle-Zélande;"aptinc_p90p100_992_i_NZ
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2013;270032.1
Nouvelle-Zélande;"aptinc_p90p100_992_i_NZ
Revenu national avant impôt
10% les plus aisés | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p90p100;2018;282962.7
États-Unis;"aptinc_p50p60_992_i_US
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2008;44742.9
États-Unis;"aptinc_p50p60_992_i_US
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2013;43953.1
États-Unis;"aptinc_p50p60_992_i_US
Revenu national avant impôt
P50-60 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p50p60;2018;47223.9
États-Unis;"aptinc_p60p70_992_i_US
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2008;58552.0
États-Unis;"aptinc_p60p70_992_i_US
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2013;58784.4
États-Unis;"aptinc_p60p70_992_i_US
Revenu national avant impôt
P60-70 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p60p70;2018;62034.6
États-Unis;"aptinc_p70p80_992_i_US
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2008;77276.3
États-Unis;"aptinc_p70p80_992_i_US
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2013;78840.4
États-Unis;"aptinc_p70p80_992_i_US
Revenu national avant impôt
P70-80 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p70p80;2018;82828.2
États-Unis;"aptinc_p80p90_992_i_US
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2008;107881.9
États-Unis;"aptinc_p80p90_992_i_US
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2013;111073.1
États-Unis;"aptinc_p80p90_992_i_US
Revenu national avant impôt
P80-90 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p80p90;2018;117296.0
