Downloaded from wid.world on 11-10-2021 at 09:46:50
Australie;"aptinc_p0p10_992_i_AU
Revenu national avant impôt
P0-10 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p0p10;2008;3036.6
Australie;"aptinc_p0p10_992_i_AU
Revenu national avant impôt
P0-10 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p0p10;2013;2835.2
Australie;"aptinc_p0p10_992_i_AU
Revenu national avant impôt
P0-10 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p0p10;2018;2848.5
Australie;"aptinc_p10p20_992_i_AU
Revenu national avant impôt
P10-20 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p10p20;2008;10451.1
Australie;"aptinc_p10p20_992_i_AU
Revenu national avant impôt
P10-20 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p10p20;2013;9767.9
Australie;"aptinc_p10p20_992_i_AU
Revenu national avant impôt
P10-20 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p10p20;2018;9814.6
Australie;"aptinc_p20p30_992_i_AU
Revenu national avant impôt
P20-30 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p20p30;2008;20312.4
Australie;"aptinc_p20p30_992_i_AU
Revenu national avant impôt
P20-30 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p20p30;2013;19031.3
Australie;"aptinc_p20p30_992_i_AU
Revenu national avant impôt
P20-30 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p20p30;2018;19124.0
Australie;"aptinc_p30p40_992_i_AU
Revenu national avant impôt
P30-40 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p30p40;2008;33305.7
Australie;"aptinc_p30p40_992_i_AU
Revenu national avant impôt
P30-40 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p30p40;2013;31341.3
Australie;"aptinc_p30p40_992_i_AU
Revenu national avant impôt
P30-40 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p30p40;2018;31499.2
Australie;"aptinc_p40p50_992_i_AU
Revenu national avant impôt
P40-50 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p40p50;2008;50225.0
Australie;"aptinc_p40p50_992_i_AU
Revenu national avant impôt
P40-50 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p40p50;2013;47597.9
Australie;"aptinc_p40p50_992_i_AU
Revenu national avant impôt
P40-50 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p40p50;2018;47847.6
Canada;"aptinc_p0p10_992_i_CA
Revenu national avant impôt
P0-10 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p0p10;2008;2469.3
Canada;"aptinc_p0p10_992_i_CA
Revenu national avant impôt
P0-10 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p0p10;2013;2439.3
Canada;"aptinc_p0p10_992_i_CA
Revenu national avant impôt
P0-10 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p0p10;2018;2364.4
Canada;"aptinc_p10p20_992_i_CA
Revenu national avant impôt
P10-20 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p10p20;2008;8386.5
Canada;"aptinc_p10p20_992_i_CA
Revenu national avant impôt
P10-20 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p10p20;2013;8284.0
Canada;"aptinc_p10p20_992_i_CA
Revenu national avant impôt
P10-20 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p10p20;2018;8051.4
Canada;"aptinc_p20p30_992_i_CA
Revenu national avant impôt
P20-30 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p20p30;2008;15847.0
Canada;"aptinc_p20p30_992_i_CA
Revenu national avant impôt
P20-30 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p20p30;2013;15651.4
Canada;"aptinc_p20p30_992_i_CA
Revenu national avant impôt
P20-30 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p20p30;2018;15301.3
Canada;"aptinc_p30p40_992_i_CA
Revenu national avant impôt
P30-40 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p30p40;2008;24836.8
Canada;"aptinc_p30p40_992_i_CA
Revenu national avant impôt
P30-40 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p30p40;2013;24525.9
Canada;"aptinc_p30p40_992_i_CA
Revenu national avant impôt
P30-40 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p30p40;2018;24212.4
Canada;"aptinc_p40p50_992_i_CA
Revenu national avant impôt
P40-50 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p40p50;2008;35157.2
Canada;"aptinc_p40p50_992_i_CA
Revenu national avant impôt
P40-50 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p40p50;2013;34711.2
Canada;"aptinc_p40p50_992_i_CA
Revenu national avant impôt
P40-50 | Revenu ou capital moyen | adultes | individus |  | ppp | constant (2020)
";p40p50;2018;34766.3
